attribute,Before filtering,After filtering,sample
GC Content,0.435966,0.435062,SRX2683602_chipseqU2AF35WT5h_V5_rep2
Total Reads (millions),13.111917,12.848789,SRX2683604_chipseqU2AF35WTCtr_V5_rep1
Total Bases (millions),524.47668,513.95156,SRX2683604_chipseqU2AF35WTCtr_V5_rep1
Q20 Bases (millions),504.162403,499.800523,SRX2683604_chipseqU2AF35WTCtr_V5_rep1
Q30 Bases (millions),484.087068,482.212523,SRX2683604_chipseqU2AF35WTCtr_V5_rep1
Q20 Rate,0.961268,0.972466,SRX2683604_chipseqU2AF35WTCtr_V5_rep1
Q30 Rate,0.922991,0.938245,SRX2683604_chipseqU2AF35WTCtr_V5_rep1
Read1 Mean Length,40,40,SRX2683604_chipseqU2AF35WTCtr_V5_rep1
GC Content,0.436303,0.435355,SRX2683604_chipseqU2AF35WTCtr_V5_rep1
Total Reads (millions),15.603899,15.281797,SRX2683605_chipseqU2AF35WTCtr_V5_rep2
Total Bases (millions),624.15596,611.27188,SRX2683605_chipseqU2AF35WTCtr_V5_rep2
Q20 Bases (millions),600.114702,594.78835,SRX2683605_chipseqU2AF35WTCtr_V5_rep2
Q30 Bases (millions),576.400806,574.125704,SRX2683605_chipseqU2AF35WTCtr_V5_rep2
Q20 Rate,0.961482,0.973034,SRX2683605_chipseqU2AF35WTCtr_V5_rep2
Q30 Rate,0.923488,0.939231,SRX2683605_chipseqU2AF35WTCtr_V5_rep2
Read1 Mean Length,40,40,SRX2683605_chipseqU2AF35WTCtr_V5_rep2
GC Content,0.430052,0.429216,SRX2683605_chipseqU2AF35WTCtr_V5_rep2
Total Reads (millions),12.57651,12.355174,SRX2683608_chipseqU2AF35S34F5h_V5_rep1
Total Bases (millions),503.0604,494.20696,SRX2683608_chipseqU2AF35S34F5h_V5_rep1
Q20 Bases (millions),487.062204,483.65885,SRX2683608_chipseqU2AF35S34F5h_V5_rep1
Q30 Bases (millions),471.832339,470.372138,SRX2683608_chipseqU2AF35S34F5h_V5_rep1
Q20 Rate,0.968198,0.978656,SRX2683608_chipseqU2AF35S34F5h_V5_rep1
Q30 Rate,0.937924,0.951772,SRX2683608_chipseqU2AF35S34F5h_V5_rep1
Read1 Mean Length,40,40,SRX2683608_chipseqU2AF35S34F5h_V5_rep1
GC Content,0.429924,0.429233,SRX2683608_chipseqU2AF35S34F5h_V5_rep1
Total Reads (millions),11.871363,11.666679,SRX2683609_chipseqU2AF35S34F5h_V5_rep2
Total Bases (millions),474.85452,466.66716,SRX2683609_chipseqU2AF35S34F5h_V5_rep2
Q20 Bases (millions),459.813218,456.726586,SRX2683609_chipseqU2AF35S34F5h_V5_rep2
Q30 Bases (millions),445.281351,443.979131,SRX2683609_chipseqU2AF35S34F5h_V5_rep2
Q20 Rate,0.968324,0.978699,SRX2683609_chipseqU2AF35S34F5h_V5_rep2
Q30 Rate,0.93772200000000006,0.951383,SRX2683609_chipseqU2AF35S34F5h_V5_rep2
Read1 Mean Length,40,40,SRX2683609_chipseqU2AF35S34F5h_V5_rep2
GC Content,0.430432,0.429754,SRX2683609_chipseqU2AF35S34F5h_V5_rep2
Total Reads (millions),9.152807,8.972852,SRX2683610_chipseqU2AF35S34FCtr_V5_rep1
Total Bases (millions),366.11228,358.91408,SRX2683610_chipseqU2AF35S34FCtr_V5_rep1
Q20 Bases (millions),353.972272,351.403783,SRX2683610_chipseqU2AF35S34FCtr_V5_rep1
Q30 Bases (millions),342.815463,341.796816,SRX2683610_chipseqU2AF35S34FCtr_V5_rep1
Q20 Rate,0.966841,0.979075,SRX2683610_chipseqU2AF35S34FCtr_V5_rep1
Q30 Rate,0.936367,0.952308,SRX2683610_chipseqU2AF35S34FCtr_V5_rep1
Read1 Mean Length,40,40,SRX2683610_chipseqU2AF35S34FCtr_V5_rep1
GC Content,0.428514,0.427554,SRX2683610_chipseqU2AF35S34FCtr_V5_rep1
Total Reads (millions),9.194715,9.002704,SRX2683611_chipseqU2AF35S34FCtr_V5_rep2
Total Bases (millions),367.7886,360.10816,SRX2683611_chipseqU2AF35S34FCtr_V5_rep2
Q20 Bases (millions),355.35789,352.680035,SRX2683611_chipseqU2AF35S34FCtr_V5_rep2
Q30 Bases (millions),344.218665,343.166698,SRX2683611_chipseqU2AF35S34FCtr_V5_rep2
Q20 Rate,0.966201,0.979373,SRX2683611_chipseqU2AF35S34FCtr_V5_rep2
Q30 Rate,0.935914,0.952955,SRX2683611_chipseqU2AF35S34FCtr_V5_rep2
Read1 Mean Length,40,40,SRX2683611_chipseqU2AF35S34FCtr_V5_rep2
GC Content,0.425718,0.424812,SRX2683611_chipseqU2AF35S34FCtr_V5_rep2
Total Reads (millions),70.354624,67.122736,SRX2733011_DRIP01
Total Bases (millions),5308.811317,5011.298077,SRX2733011_DRIP01
Q20 Bases (millions),4926.44135,4749.126145,SRX2733011_DRIP01
Q30 Bases (millions),4820.779722,4659.418949,SRX2733011_DRIP01
Q20 Rate,0.927974,0.947684,SRX2733011_DRIP01
Q30 Rate,0.908071,0.929783,SRX2733011_DRIP01
Read1 Mean Length,75,74,SRX2733011_DRIP01
Read2 Mean Length,75,74,SRX2733011_DRIP01
GC Content,0.419224,0.418313,SRX2733011_DRIP01
Total Reads (millions),73.196124,70.080298,SRX2733012_DRIP02
Total Bases (millions),5523.767519,5229.89476,SRX2733012_DRIP02
Q20 Bases (millions),5135.35455,4961.598511,SRX2733012_DRIP02
Q30 Bases (millions),5026.244023,4868.43806,SRX2733012_DRIP02
Q20 Rate,0.929683,0.948699,SRX2733012_DRIP02
Q30 Rate,0.90993,0.930886,SRX2733012_DRIP02
Read1 Mean Length,75,74,SRX2733012_DRIP02
Read2 Mean Length,75,74,SRX2733012_DRIP02
GC Content,0.41752,0.41658,SRX2733012_DRIP02
Total Reads (millions),69.717054,66.563624,SRX2733013_DRIP03
Total Bases (millions),5260.747127,4971.098792,SRX2733013_DRIP03
Q20 Bases (millions),4891.0238660000005,4717.894867,SRX2733013_DRIP03
Q30 Bases (millions),4788.365255,4630.795634,SRX2733013_DRIP03
Q20 Rate,0.92972,0.949065,SRX2733013_DRIP03
Q30 Rate,0.910206,0.931544,SRX2733013_DRIP03
Read1 Mean Length,75,74,SRX2733013_DRIP03
Read2 Mean Length,75,74,SRX2733013_DRIP03
GC Content,0.419942,0.41844,SRX2733013_DRIP03
Total Reads (millions),86.398578,82.999762,SRX2733014_DRIP04
Total Bases (millions),6519.313671,6176.787253,SRX2733014_DRIP04
Q20 Bases (millions),6083.796221,5885.542091,SRX2733014_DRIP04
Q30 Bases (millions),5963.301219,5783.422915,SRX2733014_DRIP04
Q20 Rate,0.933196,0.952848,SRX2733014_DRIP04
Q30 Rate,0.914713,0.936316,SRX2733014_DRIP04
Read1 Mean Length,75,74,SRX2733014_DRIP04
Read2 Mean Length,75,74,SRX2733014_DRIP04
GC Content,0.415681,0.414783,SRX2733014_DRIP04
Total Reads (millions),25.179495,25.036573,SRX2831469_Rand_WT_0029
Total Bases (millions),1258.97475,1251.82865,SRX2831469_Rand_WT_0029
Q20 Bases (millions),1212.499267,1210.146524,SRX2831469_Rand_WT_0029
Q30 Bases (millions),1178.860626,1177.235456,SRX2831469_Rand_WT_0029
Q20 Rate,0.963085,0.966703,SRX2831469_Rand_WT_0029
Q30 Rate,0.936366,0.940413,SRX2831469_Rand_WT_0029
Read1 Mean Length,50,50,SRX2831469_Rand_WT_0029
GC Content,0.470537,0.470073,SRX2831469_Rand_WT_0029
Total Reads (millions),22.638273,22.395202,SRX2831471_R-_WT_0029
Total Bases (millions),1131.91365,1119.7601,SRX2831471_R-_WT_0029
Q20 Bases (millions),1055.716263,1053.008287,SRX2831471_R-_WT_0029
Q30 Bases (millions),1002.908044,1001.498988,SRX2831471_R-_WT_0029
Q20 Rate,0.932683,0.940387,SRX2831471_R-_WT_0029
Q30 Rate,0.886029,0.894387,SRX2831471_R-_WT_0029
Read1 Mean Length,50,50,SRX2831471_R-_WT_0029
GC Content,0.419678,0.417676,SRX2831471_R-_WT_0029
Total Reads (millions),12.292608,11.970358,SRX2831472_R-_1_dsH1_0029
Total Bases (millions),614.6304,598.5179,SRX2831472_R-_1_dsH1_0029
Q20 Bases (millions),523.862905,521.362621,SRX2831472_R-_1_dsH1_0029
Q30 Bases (millions),471.849987,471.127726,SRX2831472_R-_1_dsH1_0029
Q20 Rate,0.852322,0.871089,SRX2831472_R-_1_dsH1_0029
Q30 Rate,0.767697,0.787157,SRX2831472_R-_1_dsH1_0029
Read1 Mean Length,50,50,SRX2831472_R-_1_dsH1_0029
GC Content,0.408888,0.402559,SRX2831472_R-_1_dsH1_0029
Total Reads (millions),27.582968,27.470739,SRX2831473_Rand_1_dsH1_0029
Total Bases (millions),1379.1484,1373.53695,SRX2831473_Rand_1_dsH1_0029
Q20 Bases (millions),1347.273467,1344.944852,SRX2831473_Rand_1_dsH1_0029
Q30 Bases (millions),1320.348529,1318.540162,SRX2831473_Rand_1_dsH1_0029
Q20 Rate,0.976888,0.979184,SRX2831473_Rand_1_dsH1_0029
Q30 Rate,0.957365,0.95996,SRX2831473_Rand_1_dsH1_0029
Read1 Mean Length,50,50,SRX2831473_Rand_1_dsH1_0029
GC Content,0.45081,0.450608,SRX2831473_Rand_1_dsH1_0029
Total Reads (millions),22.289722,22.170922,SRX2831475_Rand_WT_0030
Total Bases (millions),1114.4861,1108.5461,SRX2831475_Rand_WT_0030
Q20 Bases (millions),1072.625882,1070.55166,SRX2831475_Rand_WT_0030
Q30 Bases (millions),1039.586072,1038.140582,SRX2831475_Rand_WT_0030
Q20 Rate,0.96244,0.965726,SRX2831475_Rand_WT_0030
Q30 Rate,0.932794,0.936488,SRX2831475_Rand_WT_0030
Read1 Mean Length,50,50,SRX2831475_Rand_WT_0030
GC Content,0.470693,0.470274,SRX2831475_Rand_WT_0030
Total Reads (millions),19.247339,19.060921,SRX2831477_R-_WT_0030
Total Bases (millions),962.36695,953.04605,SRX2831477_R-_WT_0030
Q20 Bases (millions),899.355069,897.122827,SRX2831477_R-_WT_0030
Q30 Bases (millions),852.05038,850.856915,SRX2831477_R-_WT_0030
Q20 Rate,0.934524,0.941322,SRX2831477_R-_WT_0030
Q30 Rate,0.88537,0.892776,SRX2831477_R-_WT_0030
Read1 Mean Length,50,50,SRX2831477_R-_WT_0030
GC Content,0.418949,0.417171,SRX2831477_R-_WT_0030
Total Reads (millions),26.013716,25.878628,SRX2831478_R-_2_dsH1_0030
Total Bases (millions),1300.6858,1293.9314,SRX2831478_R-_2_dsH1_0030
Q20 Bases (millions),1253.412875,1251.039101,SRX2831478_R-_2_dsH1_0030
Q30 Bases (millions),1212.239903,1210.578753,SRX2831478_R-_2_dsH1_0030
Q20 Rate,0.963655,0.966851,SRX2831478_R-_2_dsH1_0030
Q30 Rate,0.932001,0.935582,SRX2831478_R-_2_dsH1_0030
Read1 Mean Length,50,50,SRX2831478_R-_2_dsH1_0030
GC Content,0.430259,0.429676,SRX2831478_R-_2_dsH1_0030
Total Reads (millions),23.382438,23.283396,SRX2831479_Rand_2_dsH1_0030
Total Bases (millions),1169.1219,1164.1698,SRX2831479_Rand_2_dsH1_0030
Q20 Bases (millions),1135.923094,1133.90565,SRX2831479_Rand_2_dsH1_0030
Q30 Bases (millions),1106.81341,1105.283698,SRX2831479_Rand_2_dsH1_0030
Q20 Rate,0.971604,0.974004,SRX2831479_Rand_2_dsH1_0030
Q30 Rate,0.946705,0.949418,SRX2831479_Rand_2_dsH1_0030
Read1 Mean Length,50,50,SRX2831479_Rand_2_dsH1_0030
GC Content,0.457057,0.456812,SRX2831479_Rand_2_dsH1_0030
Total Reads (millions),69.483648,68.01696,SRX2918366_S96_DRIP_Seq_2
Total Bases (millions),5280.757248,5159.062526,SRX2918366_S96_DRIP_Seq_2
Q20 Bases (millions),5106.707594,5019.6834,SRX2918366_S96_DRIP_Seq_2
Q30 Bases (millions),4845.895522,4782.53908,SRX2918366_S96_DRIP_Seq_2
Q20 Rate,0.967041,0.972984,SRX2918366_S96_DRIP_Seq_2
Q30 Rate,0.917652,0.927017,SRX2918366_S96_DRIP_Seq_2
Read1 Mean Length,76,75,SRX2918366_S96_DRIP_Seq_2
Read2 Mean Length,76,75,SRX2918366_S96_DRIP_Seq_2
GC Content,0.416364,0.416068,SRX2918366_S96_DRIP_Seq_2
Total Reads (millions),48.443728,44.702503,SRX3084730_Control_DRIP-seq
Total Bases (millions),2422.1864,2235.12515,SRX3084730_Control_DRIP-seq
Q20 Bases (millions),2203.752771,2180.814895,SRX3084730_Control_DRIP-seq
Q30 Bases (millions),2110.389742,2096.216545,SRX3084730_Control_DRIP-seq
Q20 Rate,0.90982,0.975701,SRX3084730_Control_DRIP-seq
Q30 Rate,0.871275,0.937852,SRX3084730_Control_DRIP-seq
Read1 Mean Length,50,50,SRX3084730_Control_DRIP-seq
GC Content,0.457379,0.453481,SRX3084730_Control_DRIP-seq
Total Reads (millions),53.960771,50.820268,SRX3084731_Scramble_DRIP-seq
Total Bases (millions),2698.03855,2541.0134,SRX3084731_Scramble_DRIP-seq
Q20 Bases (millions),2507.628575,2482.292955,SRX3084731_Scramble_DRIP-seq
Q30 Bases (millions),2402.429089,2386.554202,SRX3084731_Scramble_DRIP-seq
Q20 Rate,0.929427,0.976891,SRX3084731_Scramble_DRIP-seq
Q30 Rate,0.890435,0.939214,SRX3084731_Scramble_DRIP-seq
Read1 Mean Length,50,50,SRX3084731_Scramble_DRIP-seq
GC Content,0.471124,0.468754,SRX3084731_Scramble_DRIP-seq
Total Reads (millions),45.320776,41.788432,SRX3084732_Top1_KD_rep_1_DRIP-seq
Total Bases (millions),2266.0388,2089.4216,SRX3084732_Top1_KD_rep_1_DRIP-seq
Q20 Bases (millions),2059.799061,2038.030327,SRX3084732_Top1_KD_rep_1_DRIP-seq
Q30 Bases (millions),1971.8177,1958.147597,SRX3084732_Top1_KD_rep_1_DRIP-seq
Q20 Rate,0.908987,0.975404,SRX3084732_Top1_KD_rep_1_DRIP-seq
Q30 Rate,0.870161,0.937172,SRX3084732_Top1_KD_rep_1_DRIP-seq
Read1 Mean Length,50,50,SRX3084732_Top1_KD_rep_1_DRIP-seq
GC Content,0.457702,0.453486,SRX3084732_Top1_KD_rep_1_DRIP-seq
Total Reads (millions),46.830239,44.049372,SRX3084733_Top1_KD_rep_2_DRIP-seq
Total Bases (millions),2341.51195,2202.4686,SRX3084733_Top1_KD_rep_2_DRIP-seq
Q20 Bases (millions),2172.84554,2151.078091,SRX3084733_Top1_KD_rep_2_DRIP-seq
Q30 Bases (millions),2081.566934,2067.966956,SRX3084733_Top1_KD_rep_2_DRIP-seq
Q20 Rate,0.927967,0.976667,SRX3084733_Top1_KD_rep_2_DRIP-seq
Q30 Rate,0.888984,0.938931,SRX3084733_Top1_KD_rep_2_DRIP-seq
Read1 Mean Length,50,50,SRX3084733_Top1_KD_rep_2_DRIP-seq
GC Content,0.461487,0.458878,SRX3084733_Top1_KD_rep_2_DRIP-seq
Total Reads (millions),47.539735,42.116364,SRX3084734_Control_DRIPc-seq
Total Bases (millions),4753.9735,4164.185766,SRX3084734_Control_DRIPc-seq
Q20 Bases (millions),4210.326587,4033.569741,SRX3084734_Control_DRIPc-seq
Q30 Bases (millions),3906.041682,3771.480463,SRX3084734_Control_DRIPc-seq
Q20 Rate,0.885644,0.968633,SRX3084734_Control_DRIPc-seq
Q30 Rate,0.821637,0.905695,SRX3084734_Control_DRIPc-seq
Read1 Mean Length,100,98,SRX3084734_Control_DRIPc-seq
GC Content,0.480417,0.47519,SRX3084734_Control_DRIPc-seq
Total Reads (millions),50.107377,45.177683,SRX3084735_Scramble_DRIPc-seq
Total Bases (millions),5010.7377,4517.7683,SRX3084735_Scramble_DRIPc-seq
Q20 Bases (millions),4464.302831,4362.933498,SRX3084735_Scramble_DRIPc-seq
Q30 Bases (millions),4143.34569,4077.126133,SRX3084735_Scramble_DRIPc-seq
Q20 Rate,0.890947,0.965728,SRX3084735_Scramble_DRIPc-seq
Q30 Rate,0.826893,0.902465,SRX3084735_Scramble_DRIPc-seq
Read1 Mean Length,100,100,SRX3084735_Scramble_DRIPc-seq
GC Content,0.479548,0.474796,SRX3084735_Scramble_DRIPc-seq
Total Reads (millions),53.78932,48.776898,SRX3084736_Top1_KD_rep_1_DRIPc-seq
Total Bases (millions),5378.932,4824.998251,SRX3084736_Top1_KD_rep_1_DRIPc-seq
Q20 Bases (millions),4836.517295,4692.512382,SRX3084736_Top1_KD_rep_1_DRIPc-seq
Q30 Bases (millions),4526.766418,4420.214954,SRX3084736_Top1_KD_rep_1_DRIPc-seq
Q20 Rate,0.899159,0.972542,SRX3084736_Top1_KD_rep_1_DRIPc-seq
Q30 Rate,0.841573,0.916107,SRX3084736_Top1_KD_rep_1_DRIPc-seq
Read1 Mean Length,100,98,SRX3084736_Top1_KD_rep_1_DRIPc-seq
GC Content,0.439298,0.433685,SRX3084736_Top1_KD_rep_1_DRIPc-seq
Total Reads (millions),53.090435,48.499469,SRX3084737_Top1_KD_rep_2_DRIPc-seq
Total Bases (millions),5309.0435,4849.9469,SRX3084737_Top1_KD_rep_2_DRIPc-seq
Q20 Bases (millions),4797.643574,4699.987376,SRX3084737_Top1_KD_rep_2_DRIPc-seq
Q30 Bases (millions),4473.805552,4410.324883,SRX3084737_Top1_KD_rep_2_DRIPc-seq
Q20 Rate,0.903674,0.96908,SRX3084737_Top1_KD_rep_2_DRIPc-seq
Q30 Rate,0.842676,0.909355,SRX3084737_Top1_KD_rep_2_DRIPc-seq
Read1 Mean Length,100,100,SRX3084737_Top1_KD_rep_2_DRIPc-seq
GC Content,0.46668,0.462467,SRX3084737_Top1_KD_rep_2_DRIPc-seq
Total Reads (millions),76.681157,76.641165,SRX3581338_drip_ASF_IP_1_1
Total Bases (millions),3910.739007,3908.699415,SRX3581338_drip_ASF_IP_1_1
Q20 Bases (millions),3881.719269,3880.469439,SRX3581338_drip_ASF_IP_1_1
Q30 Bases (millions),3819.026307,3817.928593,SRX3581338_drip_ASF_IP_1_1
Q20 Rate,0.992579,0.992778,SRX3581338_drip_ASF_IP_1_1
Q30 Rate,0.976548,0.976777,SRX3581338_drip_ASF_IP_1_1
Read1 Mean Length,51,51,SRX3581338_drip_ASF_IP_1_1
GC Content,0.441675,0.441677,SRX3581338_drip_ASF_IP_1_1
Total Reads (millions),54.872451,54.845117,SRX3581339_drip_HeLa_IP_1_1
Total Bases (millions),2798.495001,2797.100967,SRX3581339_drip_HeLa_IP_1_1
Q20 Bases (millions),2776.981741,2776.105554,SRX3581339_drip_HeLa_IP_1_1
Q30 Bases (millions),2729.652566,2728.881845,SRX3581339_drip_HeLa_IP_1_1
Q20 Rate,0.992313,0.992494,SRX3581339_drip_HeLa_IP_1_1
Q30 Rate,0.9754,0.975611,SRX3581339_drip_HeLa_IP_1_1
Read1 Mean Length,51,51,SRX3581339_drip_HeLa_IP_1_1
GC Content,0.432713,0.432719,SRX3581339_drip_HeLa_IP_1_1
Total Reads (millions),65.088847,65.05464,SRX3581340_drip_TOP1_IP_1_1
Total Bases (millions),3319.531197,3317.78664,SRX3581340_drip_TOP1_IP_1_1
Q20 Bases (millions),3297.091967,3295.990506,SRX3581340_drip_TOP1_IP_1_1
Q30 Bases (millions),3245.771525,3244.797773,SRX3581340_drip_TOP1_IP_1_1
Q20 Rate,0.99324,0.993431,SRX3581340_drip_TOP1_IP_1_1
Q30 Rate,0.97778,0.978001,SRX3581340_drip_TOP1_IP_1_1
Read1 Mean Length,51,51,SRX3581340_drip_TOP1_IP_1_1
GC Content,0.453891,0.453886,SRX3581340_drip_TOP1_IP_1_1
Total Reads (millions),39.188472,39.085463,SRX3581342_drip_ASF_IP_2_1
Total Bases (millions),1998.612072,1993.358613,SRX3581342_drip_ASF_IP_2_1
Q20 Bases (millions),1973.930491,1971.884518,SRX3581342_drip_ASF_IP_2_1
Q30 Bases (millions),1928.944459,1927.318711,SRX3581342_drip_ASF_IP_2_1
Q20 Rate,0.987651,0.989227,SRX3581342_drip_ASF_IP_2_1
Q30 Rate,0.96514200000000006,0.96687,SRX3581342_drip_ASF_IP_2_1
Read1 Mean Length,51,51,SRX3581342_drip_ASF_IP_2_1
GC Content,0.427061,0.426819,SRX3581342_drip_ASF_IP_2_1
Total Reads (millions),34.749237,34.651907,SRX3581344_drip_HeLa_IP_2_1
Total Bases (millions),1772.211087,1767.247257,SRX3581344_drip_HeLa_IP_2_1
Q20 Bases (millions),1750.681082,1748.909456,SRX3581344_drip_HeLa_IP_2_1
Q30 Bases (millions),1711.559674,1710.14896,SRX3581344_drip_HeLa_IP_2_1
Q20 Rate,0.987851,0.989624,SRX3581344_drip_HeLa_IP_2_1
Q30 Rate,0.965776,0.967691,SRX3581344_drip_HeLa_IP_2_1
Read1 Mean Length,51,51,SRX3581344_drip_HeLa_IP_2_1
GC Content,0.434969,0.434736,SRX3581344_drip_HeLa_IP_2_1
Total Reads (millions),43.613504,43.501686,SRX3581346_drip_TOP1_IP_2_1
Total Bases (millions),2224.288704,2218.585986,SRX3581346_drip_TOP1_IP_2_1
Q20 Bases (millions),2197.348803,2195.131057,SRX3581346_drip_TOP1_IP_2_1
Q30 Bases (millions),2147.539745,2145.774094,SRX3581346_drip_TOP1_IP_2_1
Q20 Rate,0.987888,0.989428,SRX3581346_drip_TOP1_IP_2_1
Q30 Rate,0.965495,0.967181,SRX3581346_drip_TOP1_IP_2_1
Read1 Mean Length,51,51,SRX3581346_drip_TOP1_IP_2_1
GC Content,0.43206,0.43182,SRX3581346_drip_TOP1_IP_2_1
Total Reads (millions),23.659263,23.24933,SRX4089416_K562-WKKD-V5chip
Total Bases (millions),946.37052,929.9732,SRX4089416_K562-WKKD-V5chip
Q20 Bases (millions),913.76607,906.803432,SRX4089416_K562-WKKD-V5chip
Q30 Bases (millions),882.467587,879.266567,SRX4089416_K562-WKKD-V5chip
Q20 Rate,0.965548,0.975086,SRX4089416_K562-WKKD-V5chip
Q30 Rate,0.932476,0.945475,SRX4089416_K562-WKKD-V5chip
Read1 Mean Length,40,40,SRX4089416_K562-WKKD-V5chip
GC Content,0.423377,0.422883,SRX4089416_K562-WKKD-V5chip
Total Reads (millions),118.242392,106.085788,SRX4231163_Control_DRIP-seq_1
Total Bases (millions),17736.3588,15756.79777,SRX4231163_Control_DRIP-seq_1
Q20 Bases (millions),16037.376925,14696.49743,SRX4231163_Control_DRIP-seq_1
Q30 Bases (millions),14391.936592,13419.980221,SRX4231163_Control_DRIP-seq_1
Q20 Rate,0.904209,0.932708,SRX4231163_Control_DRIP-seq_1
Q30 Rate,0.811437,0.851695,SRX4231163_Control_DRIP-seq_1
Read1 Mean Length,150,148,SRX4231163_Control_DRIP-seq_1
Read2 Mean Length,150,148,SRX4231163_Control_DRIP-seq_1
GC Content,0.41749000000000003,0.413403,SRX4231163_Control_DRIP-seq_1
Total Reads (millions),93.772404,90.606824,SRX4231164_Control_DRIP-seq_2
Total Bases (millions),14065.8606,13413.25658,SRX4231164_Control_DRIP-seq_2
Q20 Bases (millions),13386.882478,12942.743784,SRX4231164_Control_DRIP-seq_2
Q30 Bases (millions),12596.787467,12276.913018,SRX4231164_Control_DRIP-seq_2
Q20 Rate,0.951729,0.964922,SRX4231164_Control_DRIP-seq_2
Q30 Rate,0.895558,0.915282,SRX4231164_Control_DRIP-seq_2
Read1 Mean Length,150,148,SRX4231164_Control_DRIP-seq_2
Read2 Mean Length,150,148,SRX4231164_Control_DRIP-seq_2
GC Content,0.453322,0.451457,SRX4231164_Control_DRIP-seq_2
Total Reads (millions),98.750558,93.634288,SRX4231165_FG_DRIP-seq_1
Total Bases (millions),14812.5837,13866.454374,SRX4231165_FG_DRIP-seq_1
Q20 Bases (millions),13961.44257,13321.036754,SRX4231165_FG_DRIP-seq_1
Q30 Bases (millions),13039.011238,12578.354741,SRX4231165_FG_DRIP-seq_1
Q20 Rate,0.942539,0.960666,SRX4231165_FG_DRIP-seq_1
Q30 Rate,0.880266,0.907107,SRX4231165_FG_DRIP-seq_1
Read1 Mean Length,150,148,SRX4231165_FG_DRIP-seq_1
Read2 Mean Length,150,148,SRX4231165_FG_DRIP-seq_1
GC Content,0.455496,0.452934,SRX4231165_FG_DRIP-seq_1
Total Reads (millions),83.431858,79.87232,SRX4231166_FG_DRIP-seq_2
Total Bases (millions),12514.7787,11871.458344,SRX4231166_FG_DRIP-seq_2
Q20 Bases (millions),11874.489444,11437.252816,SRX4231166_FG_DRIP-seq_2
Q30 Bases (millions),11136.730697,10822.264006,SRX4231166_FG_DRIP-seq_2
Q20 Rate,0.948837,0.963424,SRX4231166_FG_DRIP-seq_2
Q30 Rate,0.889886,0.91162,SRX4231166_FG_DRIP-seq_2
Read1 Mean Length,150,148,SRX4231166_FG_DRIP-seq_2
Read2 Mean Length,150,148,SRX4231166_FG_DRIP-seq_2
GC Content,0.464999,0.463154,SRX4231166_FG_DRIP-seq_2
Total Reads (millions),101.788016,97.578986,SRX4231167_PDS_DRIP-seq_1
Total Bases (millions),15268.2024,14460.439502,SRX4231167_PDS_DRIP-seq_1
Q20 Bases (millions),14480.802491,13934.814148,SRX4231167_PDS_DRIP-seq_1
Q30 Bases (millions),13593.32183,13202.40261,SRX4231167_PDS_DRIP-seq_1
Q20 Rate,0.948429,0.963651,SRX4231167_PDS_DRIP-seq_1
Q30 Rate,0.890303,0.913001,SRX4231167_PDS_DRIP-seq_1
Read1 Mean Length,150,148,SRX4231167_PDS_DRIP-seq_1
Read2 Mean Length,150,148,SRX4231167_PDS_DRIP-seq_1
GC Content,0.453502,0.451394,SRX4231167_PDS_DRIP-seq_1
Total Reads (millions),85.120104,81.83748,SRX4231168_PDS_DRIP-seq_2
Total Bases (millions),12768.0156,12176.305652,SRX4231168_PDS_DRIP-seq_2
Q20 Bases (millions),12168.667394,11762.933865,SRX4231168_PDS_DRIP-seq_2
Q30 Bases (millions),11459.485894,11165.306801,SRX4231168_PDS_DRIP-seq_2
Q20 Rate,0.953059,0.966051,SRX4231168_PDS_DRIP-seq_2
Q30 Rate,0.897515,0.91697,SRX4231168_PDS_DRIP-seq_2
Read1 Mean Length,150,148,SRX4231168_PDS_DRIP-seq_2
Read2 Mean Length,150,148,SRX4231168_PDS_DRIP-seq_2
GC Content,0.45366,0.451934,SRX4231168_PDS_DRIP-seq_2
Total Reads (millions),22.817893,22.36219,SRX4457337_DRIP-S96-Bcell
Total Bases (millions),2281.7893,2236.219,SRX4457337_DRIP-S96-Bcell
Q20 Bases (millions),2182.458317,2161.180066,SRX4457337_DRIP-S96-Bcell
Q30 Bases (millions),2075.181222,2055.590932,SRX4457337_DRIP-S96-Bcell
Q20 Rate,0.956468,0.966444,SRX4457337_DRIP-S96-Bcell
Q30 Rate,0.909453,0.919226,SRX4457337_DRIP-S96-Bcell
Read1 Mean Length,100,100,SRX4457337_DRIP-S96-Bcell
GC Content,0.406569,0.405721,SRX4457337_DRIP-S96-Bcell
Total Reads (millions),72.691406,67.796472,SRX4671914_S96_DRIP_R1
Total Bases (millions),10863.742721,10089.501571,SRX4671914_S96_DRIP_R1
Q20 Bases (millions),10019.859751,9548.254026,SRX4671914_S96_DRIP_R1
Q30 Bases (millions),9669.405722,9246.291301,SRX4671914_S96_DRIP_R1
Q20 Rate,0.922321,0.946355,SRX4671914_S96_DRIP_R1
Q30 Rate,0.890062,0.916427,SRX4671914_S96_DRIP_R1
Read1 Mean Length,149,148,SRX4671914_S96_DRIP_R1
Read2 Mean Length,149,148,SRX4671914_S96_DRIP_R1
GC Content,0.394168,0.389053,SRX4671914_S96_DRIP_R1
Total Reads (millions),79.614278,74.4127,SRX4671915_S96_DRIP_R2
Total Bases (millions),11883.773226,11064.147634,SRX4671915_S96_DRIP_R2
